file_names,original_script,fluency,spoken_text,remarks
6b72fc59-d409-18a9-3312-acb3759b6589_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,,
6b72fc59-d409-18a9-3312-acb3759b6589_7,他们都在大声唱歌,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_8,小鸭子游泳 也呱呱叫,4,,
6b72fc59-d409-18a9-3312-acb3759b6589_9,我的名字是张四光,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_0,树枝上有一个鸟窝,3,梳子 上有一个鸟窝,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_1,鸟儿们住在鸟窝里,3,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_10,我今年七岁,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_11,我是阳光小学一年级的学生,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_12,学校就在我家不远的地方,3,学校就在我家 不 不远的地方,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_13,学校又大又美丽,3,学校 有大 有 美丽,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_14,学校也很干净,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_15,我爱我的学校,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_16,文云是我的朋友,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_17,有一次 她伤心地哭了,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_18,因为她丢了钱包,3,因为她 度 了钱包,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_19,我很同情她,2,我很汤 烫 轻 她,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_2,一片绿叶浮在水中间,3,一 潘 绿叶浮在水中间,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_20,我约她去食堂,3,我 宴 她去食堂,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_21,我买了一碗粥给她吃,3,我买了一碗 种 甘 她吃,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_22,我还买了一包牛奶给文云,3,我还买了一包牛奶 各 文云,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_23,文云抱了我一下 跟我说 谢谢你,3,文云 包 了我一下 跟我说 谢谢你,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_24,看到朋友开心起来 我很快乐,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_25,爸爸妈妈说 当朋友有需要 你应该关心他们,2,爸爸妈妈说  当朋友有 额 序 要 你 尽 在 关心他们,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_26,可以帮助到别人 我很骄傲,3,可以帮助到别人 我很 招 爱,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_3,一只青蛙蹲坐在叶子上,3,一只青蛙 蹲 蹲坐在叶子上,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_4,公园里 水池边,3,公园里 水池 半,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_5,一 二 三 四,3,一 二 山 是,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_7,他们都在大声唱歌,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_8,小鸭子游泳 也呱呱叫,4,,
6f179c2c-0671-f35a-1133-5cfedeee5d7c_9,我的名字是张四光,3,我的名字是张四 瓜,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_0,树枝上有一个鸟窝,3,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_1,鸟儿们住在鸟窝里,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_10,我今年七岁,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_11,我是阳光小学一年级的学生,3,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_12,学校就在我家不远的地方,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_13,学校又大又美丽,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_14,学校也很干净,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_15,我爱我的学校,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_16,文云是我的朋友,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_17,有一次 她伤心地哭了,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_18,因为她丢了钱包,3,因为她 对 了钱包,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_19,我很同情她,3,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_2,一片绿叶浮在水中间,3,易 片绿叶浮在水 水 中间,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_20,我约她去食堂,3,我 学 她去食堂,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_21,我买了一碗粥给她吃,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_22,我还买了一包牛奶给文云,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_23,文云抱了我一下 跟我说 谢谢你,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_24,看到朋友开心起来 我很快乐,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有需要 要  你应该 关 信 他们,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_26,可以帮助到别人 我很骄傲,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_3,一只青蛙蹲坐在叶子上,3,一只青蛙 顿 坐在叶子上,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_4,公园里 水池边,3,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_5,一 二 三 四,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_7,他们都在大声唱歌,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_8,小鸭子游泳 也呱呱叫,4,,
7a55c215-bf88-de4a-08b1-0ddaaae4f06f_9,我的名字是张四光,4,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_0,树枝上有一个鸟窝,3,树子 上有一个鸟屋,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_1,鸟儿们住在鸟窝里,3,鸟 们住在鸟屋里,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_10,我今年七岁,4,今年七岁,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_11,我是阳光小学一年级的学生,3,我是阳光小学一年级的 学校 学 学生,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_12,学校就在我家不远的地方,3,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_13,学校又大又美丽,3,学校 有大 有 美丽,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_14,学校也很干净,3,学校也很干,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_15,我爱我的学校,4,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_16,文云是我的朋友,4,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_17,有一次 她伤心地哭了,3,有一 她上心地哭了,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_18,因为她丢了钱包,3,因为她掉了钱包,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_19,我很同情她,3,我很同新她,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_2,一片绿叶浮在水中间,2,一片 浮在水中,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_20,我约她去食堂,3,我 她去食堂,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_21,我买了一碗粥给她吃,3,我 了一碗粥给她吃,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_22,我还买了一包牛奶给文云,3,我还买了一包牛奶 文 ,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_23,文云抱了我一下 跟我说 谢谢你,3,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_24,看到朋友开心起来 我很快乐,3,看到朋友开心 来 我很 ,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_25,爸爸妈妈说 当朋友有需要 你应该关心他们,2,爸爸妈妈说 当朋友 要 你应该 应该  心 ,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_3,一只青蛙蹲坐在叶子上,2,一至 新 瓦 坐在叶子上,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_4,公园里 水池边,4,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_5,一 二 三 四,4,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_7,他们都在大声唱歌,3,他们 到 在大声 常 歌,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_8,小鸭子游泳 也呱呱叫,3,小鸭子游 游泳 也呱呱叫,
7b5f5f93-7d4d-a6f0-653e-dd5634893c24_9,我的名字是张四光,3,我的名字是张四 我,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_0,树枝上有一个鸟窝,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_1,鸟儿们住在鸟窝里,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_10,我今年七岁,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_11,我是阳光小学一年级的学生,3,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_12,学校就在我家不远的地方,3,学校就在我家 不 拥 的地方,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_13,学校又大又美丽,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_14,学校也很干净,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_15,我爱我的学校,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_16,文云是我的朋友,3,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_17,有一次 她伤心地哭了,3,有一次 达 她伤心地哭了,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_18,因为她丢了钱包,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_19,我很同情她,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_2,一片绿叶浮在水中间,3,一 绿叶 夫 在水中间,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_20,我约她去食堂,3,我 学 她去食堂,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_21,我买了一碗粥给她吃,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_22,我还买了一包牛奶给文云,3,我还买了一包牛奶给文 宾,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_23,文云抱了我一下 跟我说 谢谢你,3,文宾 包 了我一下 跟我说 谢谢你,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_24,看到朋友开心起来 我很快乐,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有需要 你因银 应该 冠 心他们,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_26,可以帮助到别人 我很骄傲,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_3,一只青蛙蹲坐在叶子上,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_4,公园里 水池边,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_5,一 二 三 四,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_7,他们都在大声唱歌,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_8,小鸭子游泳 也呱呱叫,4,,
7bbaff67-a3eb-e0f1-a088-321c707f35c2_9,我的名字是张四光,4,,
7ef0d912-15e7-9c26-470c-b54688619f5c_0,树枝上有一个鸟窝,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_1,鸟儿们住在鸟窝里,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_10,我今年七岁,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_11,我是阳光小学一年级的学生,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_12,学校就在我家不远的地方,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_13,学校又大又美丽,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_14,学校也很干净,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_15,我爱我的学校,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_2,一片绿叶浮在水中间,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_3,一只青蛙蹲坐在叶子上,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_4,公园里 水池边,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_5,一 二 三 四,4,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,2,妹  哥哥 弟弟三个人 和一只小鸭子,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_7,他们都在大声唱歌,2,搭 们都在大声唱歌,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_8,小鸭子游泳 也呱呱叫,2,,reading after someone
7ef0d912-15e7-9c26-470c-b54688619f5c_9,我的名字是张四光,2,,reading after someone
8ad887b7-30da-87f6-b350-5964c076fb4c_0,树枝上有一个鸟窝,3,树枝上有一个小窝,
8ad887b7-30da-87f6-b350-5964c076fb4c_1,鸟儿们住在鸟窝里,3,鸟儿们住在小窝里,
8ad887b7-30da-87f6-b350-5964c076fb4c_10,我今年七岁,3,我今 捻 七岁,
8ad887b7-30da-87f6-b350-5964c076fb4c_11,我是阳光小学一年级的学生,3,我是阳光 肖 学一年级的学生,
8ad887b7-30da-87f6-b350-5964c076fb4c_12,学校就在我家不远的地方,3,学校就在我家不园的地方,
8ad887b7-30da-87f6-b350-5964c076fb4c_13,学校又大又美丽,3,学校有大有 没 丽,
8ad887b7-30da-87f6-b350-5964c076fb4c_14,学校也很干净,3,薛 校也很干净,
8ad887b7-30da-87f6-b350-5964c076fb4c_15,我爱我的学校,4,,
8ad887b7-30da-87f6-b350-5964c076fb4c_16,文云是我的朋友,3,月 是我的朋友,
8ad887b7-30da-87f6-b350-5964c076fb4c_17,有一次 她伤心地哭了,3,有一吃  她向心地哭了,
8ad887b7-30da-87f6-b350-5964c076fb4c_18,因为她丢了钱包,2,经文 她丢了 电包,
8ad887b7-30da-87f6-b350-5964c076fb4c_19,我很同情她,2,我痕 东 经 她,
8ad887b7-30da-87f6-b350-5964c076fb4c_2,一片绿叶浮在水中间,3,一篇 泥 浮在水中间,
8ad887b7-30da-87f6-b350-5964c076fb4c_20,我约她去食堂,2,我月她经学汤,
8ad887b7-30da-87f6-b350-5964c076fb4c_21,我买了一碗粥给她吃,3,,
8ad887b7-30da-87f6-b350-5964c076fb4c_22,我还买了一包牛奶给文云,3,我还没了一包牛奶给文,
8ad887b7-30da-87f6-b350-5964c076fb4c_23,文云抱了我一下 跟我说 谢谢你,3,文云包了我一先 跟我说 谢谢你,
8ad887b7-30da-87f6-b350-5964c076fb4c_24,看到朋友开心起来 我很快乐,3,看到朋友开心洗脸 我痕快乐 我很快乐,
8ad887b7-30da-87f6-b350-5964c076fb4c_25,爸爸妈妈说 当朋友有需要 你应该关心他们,2,爸爸妈妈说 当您朋友由 需要 你应该关心他们,
8ad887b7-30da-87f6-b350-5964c076fb4c_26,可以帮助到别人 我很骄傲,3,,
8ad887b7-30da-87f6-b350-5964c076fb4c_3,一只青蛙蹲坐在叶子上,3,一只青蛙蹲坐在 爷 子上,
8ad887b7-30da-87f6-b350-5964c076fb4c_4,公园里 水池边,3,,
8ad887b7-30da-87f6-b350-5964c076fb4c_5,一 二 三 四,4,,
8ad887b7-30da-87f6-b350-5964c076fb4c_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹 哥哥 弟弟三个 三个人 和一只小鸭子,
8ad887b7-30da-87f6-b350-5964c076fb4c_7,他们都在大声唱歌,3,他们都在大声大声唱歌,
8ad887b7-30da-87f6-b350-5964c076fb4c_8,小鸭子游泳 也呱呱叫,2,小鸭子 用用  呱呱叫,
8ad887b7-30da-87f6-b350-5964c076fb4c_9,我的名字是张四光,4,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_0,树枝上有一个鸟窝,3,树值上有一个尿窝,
8cac4e80-3742-40ac-8258-ea55d2f32a17_1,鸟儿们住在鸟窝里,3,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_10,我今年七岁,3,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_11,我是阳光小学一年级的学生,3,我是阳光小雪 一年级的学生,
8cac4e80-3742-40ac-8258-ea55d2f32a17_12,学校就在我家不远的地方,3,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_13,学校又大又美丽,3,学校有大有美丽,
8cac4e80-3742-40ac-8258-ea55d2f32a17_14,学校也很干净,3,学校也横干净,
8cac4e80-3742-40ac-8258-ea55d2f32a17_15,我爱我的学校,4,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_16,文云是我的朋友,4,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_17,有一次 她伤心地哭了,3,有一次 她上心地哭了,
8cac4e80-3742-40ac-8258-ea55d2f32a17_18,因为她丢了钱包,3,因为她就了边钱包,
8cac4e80-3742-40ac-8258-ea55d2f32a17_19,我很同情她,2,我痕同亲她,
8cac4e80-3742-40ac-8258-ea55d2f32a17_2,一片绿叶浮在水中间,2,一片录叶付在夫 水中间,
8cac4e80-3742-40ac-8258-ea55d2f32a17_20,我约她去食堂,3,我学她去师堂,
8cac4e80-3742-40ac-8258-ea55d2f32a17_21,我买了一碗粥给她吃,3,我买了一板桌给她吃,
8cac4e80-3742-40ac-8258-ea55d2f32a17_22,我还买了一包牛奶给文云,3,我还埋了一包妞奶给文晕,
8cac4e80-3742-40ac-8258-ea55d2f32a17_23,文云抱了我一下 跟我说 谢谢你,3,文晕宝了我一下 跟我说 谢谢你,
8cac4e80-3742-40ac-8258-ea55d2f32a17_24,看到朋友开心起来 我很快乐,4,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有徐需校 你应赶 关心他们,
8cac4e80-3742-40ac-8258-ea55d2f32a17_26,可以帮助到别人 我很骄傲,3,可以边 帮助到别人 我很骄傲,
8cac4e80-3742-40ac-8258-ea55d2f32a17_3,一只青蛙蹲坐在叶子上,3,一只青蛙蹲坐在爷子上,
8cac4e80-3742-40ac-8258-ea55d2f32a17_4,公园里 水池边,3,公园里 水吃边,
8cac4e80-3742-40ac-8258-ea55d2f32a17_5,一 二 三 四,4,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
8cac4e80-3742-40ac-8258-ea55d2f32a17_7,他们都在大声唱歌,3,他们都在大声常各,
8cac4e80-3742-40ac-8258-ea55d2f32a17_8,小鸭子游泳 也呱呱叫,3,小鸭子由拥 和 呱呱叫,
8cac4e80-3742-40ac-8258-ea55d2f32a17_9,我的名字是张四光,2,我的名字是昌十广,
8d384222-595e-db69-c97f-3b4dd7820be7_0,树枝上有一个鸟窝,3,树值上有一个鸟窝,
8d384222-595e-db69-c97f-3b4dd7820be7_1,鸟儿们住在鸟窝里,3,鸟二们住在鸟窝里,
8d384222-595e-db69-c97f-3b4dd7820be7_10,我今年七岁,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_11,我是阳光小学一年级的学生,3,,
8d384222-595e-db69-c97f-3b4dd7820be7_12,学校就在我家不远的地方,3,薛小就在我家不园的地方,
8d384222-595e-db69-c97f-3b4dd7820be7_13,学校又大又美丽,2,学校有大有没丽,
8d384222-595e-db69-c97f-3b4dd7820be7_14,学校也很干净,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_15,我爱我的学校,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_16,文云是我的朋友,3,文允是我的朋友,
8d384222-595e-db69-c97f-3b4dd7820be7_17,有一次 她伤心地哭了,3,有椅次 她上心地哭了,
8d384222-595e-db69-c97f-3b4dd7820be7_18,因为她丢了钱包,2,景文她丢了减包,
8d384222-595e-db69-c97f-3b4dd7820be7_19,我很同情她,2,我很通轻她,
8d384222-595e-db69-c97f-3b4dd7820be7_2,一片绿叶浮在水中间,2,一盘录叶 付 在水中间,
8d384222-595e-db69-c97f-3b4dd7820be7_20,我约她去食堂,3,我学她去食堂,
8d384222-595e-db69-c97f-3b4dd7820be7_21,我买了一碗粥给她吃,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_22,我还买了一包牛奶给文云,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_23,文云抱了我一下 跟我说 谢谢你,3,文云包了我一下 跟我说 谢谢你,
8d384222-595e-db69-c97f-3b4dd7820be7_24,看到朋友开心起来 我很快乐,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,,
8d384222-595e-db69-c97f-3b4dd7820be7_26,可以帮助到别人 我很骄傲,3,可以帮助到被人 我很骄凹,
8d384222-595e-db69-c97f-3b4dd7820be7_3,一只青蛙蹲坐在叶子上,2,一只京蛙跌坐在爷子上,
8d384222-595e-db69-c97f-3b4dd7820be7_4,公园里 水池边,3,公园里  池边,
8d384222-595e-db69-c97f-3b4dd7820be7_5,一 二 三 四,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
8d384222-595e-db69-c97f-3b4dd7820be7_7,他们都在大声唱歌,3,他们都在搭声常歌,
8d384222-595e-db69-c97f-3b4dd7820be7_8,小鸭子游泳 也呱呱叫,3,小鸭子有泳 也呱呱接,
8d384222-595e-db69-c97f-3b4dd7820be7_9,我的名字是张四光,3,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_0,树枝上有一个鸟窝,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_1,鸟儿们住在鸟窝里,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_10,我今年七岁,3,我今年四岁,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_11,我是阳光小学一年级的学生,3,我是央光小学 一年 一年级的学生,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_12,学校就在我家不远的地方,3,学校就在我家不云的地方,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_13,学校又大又美丽,3,学校有大又美丽,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_14,学校也很干净,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_15,我爱我的学校,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_16,文云是我的朋友,3,问云是我的朋友,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_17,有一次 她伤心地哭了,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_18,因为她丢了钱包,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_19,我很同情她,3,我很通气她,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_2,一片绿叶浮在水中间,3,一片录叶浮在水中间,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_20,我约她去食堂,3,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_21,我买了一碗粥给她吃,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_22,我还买了一包牛奶给文云,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_23,文云抱了我一下 跟我说 谢谢你,3,文云抱了我一下 跟我说 跟我 跟我说 谢谢,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_24,看到朋友开心起来 我很快乐,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友有都要 你应该关心他们,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_26,可以帮助到别人 我很骄傲,3,可以帮助到非人 我很骄傲,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_3,一只青蛙蹲坐在叶子上,3,一只青蛙 顿 蹲 蹲坐在叶子上,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_4,公园里 水池边,3,公园里 水 水池篇,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_5,一 二 三 四,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹   弟弟三个人 和一只小鸭子,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_7,他们都在大声唱歌,4,,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_8,小鸭子游泳 也呱呱叫,3,小鸭子 有用 游泳 也呱呱叫,
8ecedd87-55f0-436c-f594-dbf2f9d63ca6_9,我的名字是张四光,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_0,树枝上有一个鸟窝,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_1,鸟儿们住在鸟窝里,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_10,我今年七岁,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_11,我是阳光小学一年级的学生,3,我是阳光小学一 一年级的学生,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_12,学校就在我家不远的地方,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_13,学校又大又美丽,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_14,学校也很干净,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_15,我爱我的学校,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_16,文云是我的朋友,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_17,有一次 她伤心地哭了,3,有一赤 她伤心地哭了,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_18,因为她丢了钱包,3,因为她堆了钱包,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_19,我很同情她,3,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_2,一片绿叶浮在水中间,3,一篇绿叶录在水中间,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_20,我约她去食堂,3,我约 月 她去食堂,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_21,我买了一碗粥给她吃,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_22,我还买了一包牛奶给文云,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_23,文云抱了我一下 跟我说 谢谢你,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_24,看到朋友开心起来 我很快乐,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_26,可以帮助到别人 我很骄傲,3,可以帮助到别人 我很骄,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_3,一只青蛙蹲坐在叶子上,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_4,公园里 水池边,3,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_5,一 二 三 四,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_7,他们都在大声唱歌,3,他们都在 我声唱歌,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_8,小鸭子游泳 也呱呱叫,4,,
8f33cb91-6e3b-a0b6-0666-f686f1d5066e_9,我的名字是张四光,3,我的名字是张四,
